Start Time (EpMin),Stop Time (EpMin),Duration (min),to Sat,from sat,Is Ascending
183.9721,191.5581333,7.586033333,213,311,1
183.9728167,191.5591,7.586283333,313,411,1
185.8093667,193.3953833,7.586,102,215,1
185.8093667,193.3956333,7.58625,202,315,1
185.8121167,193.39685,7.584716667,502,115,1
185.8121167,193.39725,7.585133333,302,415,1
185.8138167,193.398,7.584183333,402,515,1
187.1119667,194.6959333,7.583966667,505,103,0
187.1122,194.6968167,7.5846,105,203,0
187.1133833,194.6984,7.585016667,405,503,0
187.1137667,194.6998333,7.58605,205,303,0
187.1145,194.7008167,7.586316667,305,403,0
188.951,196.5370167,7.586016667,109,207,0
188.951,196.5372667,7.586266667,209,307,0
188.9537833,196.5389167,7.585133333,309,407,0
188.9538167,196.5385167,7.5847,509,107,0
188.9555167,196.5396833,7.584166667,409,507,0
190.2536,197.83755,7.583933333,512,110,1
190.25385,197.8384333,7.584583333,112,210,1
190.25505,197.8400667,7.585016667,412,510,1
190.25545,197.8415167,7.586066667,212,310,1
190.2561833,197.8425167,7.586316667,312,410,1
192.0925667,199.67865,7.586083333,101,214,1
192.0925667,199.6789167,7.58635,201,314,1
192.0954,199.6805833,7.585183333,301,414,1
192.0954167,199.6801667,7.584766667,501,114,1
192.09715,199.6813667,7.5842,401,514,1
193.39525,200.9791667,7.583916667,504,102,0
193.3955,200.9800833,7.584583333,104,202,0
193.3967167,200.9817333,7.585016667,404,502,0
193.3971167,200.9832,7.586083333,204,302,0
193.3978667,200.9842167,7.58635,304,402,0
195.23425,202.82055,7.5863,208,306,0
195.2342667,202.8203,7.586033333,108,206,0
195.2371333,202.8218333,7.5847,508,106,0
195.2371333,202.82225,7.585116667,308,406,0
195.2389,202.82305,7.58415,408,506,0
196.5368833,204.1207833,7.5839,511,109,1
196.5371333,204.1217167,7.584583333,111,209,1
196.5383833,204.1233667,7.585,411,509,1
196.5387833,204.1248667,7.586083333,211,309,1
196.53955,204.1259,7.58635,311,409,1
198.3758167,205.9622,7.586366667,215,313,1
198.3758333,205.9619333,7.5861,115,213,1
198.37875,205.9639167,7.585166667,315,413,1
198.3787667,205.9635,7.584733333,515,113,1
198.3805667,205.9647167,7.584166667,415,513,1
199.6785167,207.2623833,7.583866667,503,101,0
199.6787833,207.2633333,7.58455,103,201,0
199.6800333,207.2650333,7.585,403,501,0
199.68045,207.2665333,7.5861,203,301,0
199.6812333,207.2675833,7.586366667,303,401,0
201.5175,209.1035667,7.586066667,107,205,0
201.5175,209.1038333,7.58635,207,305,0
201.5204667,209.1055833,7.585116667,307,405,0
201.5204833,209.1051667,7.584666667,507,105,0
201.5223167,209.1064,7.5841,407,505,0
202.8201667,210.4040167,7.583866667,510,108,1
202.8204167,210.4049667,7.58455,110,208,1
202.8217,210.4067,7.585,410,508,1
202.8221167,210.4082333,7.586116667,210,308,1
202.8229167,210.4093,7.586383333,310,408,1
204.6590833,212.2452167,7.586133333,114,212,1
204.6590833,212.2454833,7.5864,214,312,1
204.6621,212.2472667,7.585166667,314,412,1
204.6621167,212.2468167,7.584716667,514,112,1
204.6639667,212.2480833,7.584116667,414,512,1
205.9618,213.5456333,7.583833333,502,115,0
205.9620667,213.5466,7.58455,102,215,0
205.9633667,213.54835,7.585,402,515,0
205.9637833,213.5499167,7.586133333,202,315,0
205.9645833,213.551,7.586416667,302,415,0
207.80075,215,7.19925,106,204,0
207.80075,215,7.19925,206,304,0
207.8037667,215,7.196233333,306,404,0
207.8038333,215,7.196166667,506,104,0
207.8057167,215,7.194283333,406,504,0
209.1034333,215,5.896566667,509,107,1
209.1037,215,5.8963,109,207,1
209.1050167,215,5.894983333,409,507,1
209.10545,215,5.89455,209,307,1
209.1062667,215,5.893733333,309,407,1
210.9423667,215,4.057633333,213,311,1
210.9423833,215,4.057616667,113,211,1
210.9454833,215,4.054516667,313,411,1
210.9455,215,4.0545,513,111,1
210.9474167,215,4.052583333,413,511,1
212.2450833,215,2.754916667,501,114,0
212.24535,215,2.75465,101,214,0
212.2466833,215,2.753316667,401,514,0
212.2471167,215,2.752883333,201,314,0
212.24795,215,2.75205,301,414,0
214.084,215,0.916,105,203,0
214.084,215,0.916,205,303,0
214.08715,215,0.91285,305,403,0
214.0871667,215,0.912833333,505,103,0
214.0891,215,0.9109,405,503,0
