647,208,0.3556,1,7,8000
647,208,0.3564,2,7,8000
647,208,0.3572,3,7,8000
647,208,0.358,4,7,8000
647,208,0.3588,5,7,8000
647,208,0.3596,6,7,8000
647,208,0.3604,7,7,8000
647,208,0.3612,8,7,8000
647,208,0.362,9,7,8000
647,208,0.3628,10,7,8000
647,208,0.3636,11,7,8000
647,208,0.3644,12,7,8000
647,208,0.3652,13,7,8000
647,208,0.366,14,7,8000
647,208,0.3668,15,7,8000
647,208,0.3676,16,7,8000
647,208,0.3684,17,7,8000
647,208,0.3692,18,7,8000
647,208,0.37,19,7,8000
647,208,0.3708,20,7,8000
647,208,0.3716,21,7,8000
647,208,0.3724,22,7,8000
647,208,0.3732,23,7,8000
647,208,0.374,24,7,8000
647,208,0.3748,25,7,8000
647,208,0.3756,26,7,8000
647,208,0.375776,27,7,1760
647,111,0.5588,1,11,8000
647,111,0.5596,2,11,8000
647,208,0.496832,1,7,209760
647,111,0.780736,1,11,209760
647,110,0.851712,1,12,209760
649,402,0.496832,1,7,209760
649,208,0.51872,1,7,214320
649,401,0.567808,1,8,209760
649,111,0.785752,1,11,214320
649,515,0.851712,1,12,209760
649,110,0.8736,1,12,214320
649,514,0.922688,1,13,209760
650,208,0.500024,1,7,214320
650,111,0.785752,1,11,214320
650,110,0.857184,1,12,214320
652,403,0.434064,1,6,223440
652,208,0.500024,1,7,214320
652,402,0.52328,1,7,223440
647,208,0.496832,1,7,209760
647,111,0.780736,1,11,209760
647,110,0.851712,1,12,209760
647,208,0.496832,1,7,209760
647,111,0.780736,1,11,209760
647,110,0.851712,1,12,209760
649,402,0.496832,1,7,209760
649,208,0.51872,1,7,214320
649,401,0.567808,1,8,209760
649,111,0.785752,1,11,214320
649,515,0.851712,1,12,209760
649,110,0.8736,1,12,214320
649,514,0.922688,1,13,209760
650,208,0.500024,1,7,214320
650,111,0.785752,1,11,214320
650,110,0.857184,1,12,214320
647,208,0.496832,1,7,209760
647,111,0.780736,1,11,209760
647,110,0.851712,1,12,209760
649,208,0.500024,1,7,214320
649,111,0.785752,1,11,214320
649,110,0.857184,1,12,214320
650,208,0.500024,1,7,214320
650,111,0.785752,1,11,214320
650,110,0.857184,1,12,214320
652,208,0.500024,1,7,214320
652,111,0.785752,1,11,214320
652,110,0.857184,1,12,214320
647,208,0.496832,1,7,209760
647,111,0.780736,1,11,209760
647,110,0.851712,1,12,209760
649,402,0.496832,1,7,209760
649,208,0.51872,1,7,214320
649,401,0.567808,1,8,209760
649,111,0.785752,1,11,214320
649,515,0.851712,1,12,209760
649,110,0.8736,1,12,214320
649,514,0.922688,1,13,209760
650,208,0.500024,1,7,214320
650,111,0.785752,1,11,214320
650,110,0.857184,1,12,214320
652,403,0.434064,1,6,223440
652,208,0.500024,1,7,214320
652,402,0.52328,1,7,223440
652,111,0.785752,1,11,214320
652,110,0.857184,1,12,214320
652,515,0.88044,1,12,223440
