649,401,0.49364,1,7,205200
649,402,0.731968,1,8,414960
649,403,0.752944,1,9,209760
649,514,1.09795,1,12,414960
649,515,1.18945,1,13,414960
650,401,0.500024,1,7,214320
650,402,0.571456,1,8,214320
649,401,0.49364,1,7,205200
649,402,0.731968,1,8,414960
649,403,0.752944,1,9,209760
649,514,1.09795,1,12,414960
649,515,1.18945,1,13,414960
650,401,0.500024,1,7,214320
650,402,0.571456,1,8,214320
650,514,0.857184,1,12,214320
650,515,0.928616,1,13,214320
651,401,0.646856,1,7,424080
651,402,0.903424,1,8,629280
651,403,0.923944,1,9,205200
651,514,1.35514,1,12,629280
651,515,1.46806,1,13,629280
652,402,0.575104,1,8,218880
652,403,0.646992,1,9,218880
652,514,0.862656,1,12,218880
652,515,0.934544,1,13,218880
653,402,0.571456,1,8,214320
653,403,0.642888,1,9,214320
653,514,0.857184,1,12,214320
653,515,0.928616,1,13,214320
656,401,0.503216,1,7,218880
656,402,0.753856,1,8,442320
656,403,0.7762,1,9,223440
656,514,1.13078,1,12,442320
656,515,1.22502,1,13,442320
659,401,0.506408,1,7,223440
659,402,0.761152,1,8,451440
659,403,0.783952,1,9,228000
660,304,0.071888,1,1,218880
659,514,1.14173,1,12,451440
659,515,1.23687,1,13,451440
660,401,0.503216,1,7,218880
660,402,0.575104,1,8,218880
660,514,0.862656,1,12,218880
662,304,0.071888,1,1,218880
662,401,0.503216,1,7,218880
662,402,0.575104,1,8,218880
662,514,0.862656,1,12,218880
664,304,0.07052,1,1,205200
664,401,0.49364,1,7,205200
664,402,0.56416,1,8,205200
664,514,0.84624,1,12,205200
665,402,0.91072,1,8,638400
666,304,0.093776,1,1,437760
665,514,1.36608,1,12,638400
665,515,1.47992,1,13,638400
666,401,0.656432,1,7,437760
666,402,0.750208,1,8,437760
666,514,1.12531,1,12,437760
667,402,0.571456,1,8,214320
667,514,0.857184,1,12,214320
667,515,0.928616,1,13,214320
668,304,0.072344,1,1,223440
668,401,0.506408,1,7,223440
668,402,0.578752,1,8,223440
668,514,0.868128,1,12,223440
669,402,0.750208,1,8,437760
669,514,1.12531,1,12,437760
669,515,1.21909,1,13,437760
685,401,0.496832,1,7,209760
685,402,0.91072,1,8,638400
686,304,0.071432,1,1,214320
685,514,1.36608,1,12,638400
685,515,1.40894,1,13,428640
686,401,0.500024,1,7,214320
686,402,0.571456,1,8,214320
686,514,0.857184,1,12,214320
687,304,0.09332,1,1,433200
687,401,0.803264,1,7,647520
687,402,0.918016,1,8,647520
688,304,0.072344,1,1,223440
687,514,1.37702,1,12,647520
688,401,0.806456,1,7,652080
688,402,1.09677,1,8,870960
688,514,1.64515,1,12,870960
688,515,1.66704,1,13,218880
690,304,0.070976,1,1,209760
690,401,0.496832,1,7,209760
690,402,0.735616,1,8,419520
690,514,1.10342,1,12,419520
690,515,1.1244,1,13,209760
691,402,0.74656,1,8,433200
691,514,1.11984,1,12,433200
691,515,1.21316,1,13,433200
692,401,0.500024,1,7,214320
692,402,0.571456,1,8,214320
692,514,0.857184,1,12,214320
693,304,0.070976,1,1,209760
693,401,0.946904,1,7,852720
693,402,1.08218,1,8,852720
693,514,1.62326,1,12,852720
695,401,0.503216,1,7,218880
695,402,0.575104,1,8,218880
695,514,0.862656,1,12,218880
649,401,0.49364,1,7,205200
649,402,0.731968,1,8,414960
649,403,0.752944,1,9,209760
649,514,1.09795,1,12,414960
649,515,1.18945,1,13,414960
649,403,0.638784,1,9,209760
649,402,0.91496,1,10,414960
649,401,0.93548,1,11,205200
649,515,1.37244,1,15,414960
649,514,1.46394,1,16,414960
650,402,0.71432,1,10,214320
650,401,0.785752,1,11,214320
650,515,1.07148,1,15,214320
650,514,1.14291,1,16,214320
651,403,0.63468,1,9,205200
651,402,1.12928,1,10,629280
651,401,1.17169,1,11,424080
651,515,1.69392,1,15,629280
651,514,1.80685,1,16,629280
652,403,0.828736,1,9,218880
652,402,0.850624,1,10,218880
652,515,1.07832,1,15,218880
652,514,1.15021,1,16,218880
653,403,0.642888,1,9,214320
653,402,0.71432,1,10,214320
653,515,1.07148,1,15,214320
653,514,1.14291,1,16,214320
656,403,0.651096,1,9,223440
656,402,0.94232,1,10,442320
656,401,0.964208,1,11,218880
656,515,1.41348,1,15,442320
656,514,1.50771,1,16,442320
659,403,0.6552,1,9,228000
659,402,0.95144,1,10,451440
659,401,0.973784,1,11,223440
660,304,0.071888,1,1,218880
659,515,1.42716,1,15,451440
659,514,1.5223,1,16,451440
660,402,0.71888,1,10,218880
660,401,0.790768,1,11,218880
660,514,1.15021,1,16,218880
662,304,0.071888,1,1,218880
662,402,0.71888,1,10,218880
662,401,0.790768,1,11,218880
662,514,1.15021,1,16,218880
664,304,0.07052,1,1,205200
664,402,0.7052,1,10,205200
664,401,0.77572,1,11,205200
647,208,0.70976,1,10,209760
647,111,0.993664,1,14,209760
647,110,1.06464,1,15,209760
649,402,0.70976,1,10,209760
649,208,0.733016,1,10,214320
649,401,0.780736,1,11,209760
649,111,1.00005,1,14,214320
649,515,1.06464,1,15,209760
649,110,1.0879,1,15,214320
649,514,1.13562,1,16,209760
650,208,0.71432,1,10,214320
650,111,1.00005,1,14,214320
650,110,1.07148,1,15,214320
647,208,0.70976,1,10,209760
647,111,0.993664,1,14,209760
647,110,1.06464,1,15,209760
647,208,0.70976,1,10,209760
647,111,0.993664,1,14,209760
647,110,1.06464,1,15,209760
649,402,0.70976,1,10,209760
649,208,0.733016,1,10,214320
649,401,0.780736,1,11,209760
649,111,1.00005,1,14,214320
649,515,1.06464,1,15,209760
649,110,1.0879,1,15,214320
649,514,1.13562,1,16,209760
650,208,0.71432,1,10,214320
650,111,1.00005,1,14,214320
650,110,1.07148,1,15,214320
649,403,0.638784,1,9,209760
649,402,0.91496,1,10,414960
649,401,0.93548,1,11,205200
649,515,1.37244,1,15,414960
649,403,0.638784,1,9,209760
649,402,0.91496,1,10,414960
649,401,0.93548,1,11,205200
649,515,1.37244,1,15,414960
649,514,1.46394,1,16,414960
650,402,0.71432,1,10,214320
650,401,0.785752,1,11,214320
649,403,0.638784,1,9,209760
649,403,0.638784,1,9,209760
649,402,0.91496,1,10,414960
649,401,0.93548,1,11,205200
649,403,0.638784,1,9,209760
649,402,0.91496,1,10,414960
649,401,0.93548,1,11,205200
649,515,1.37244,1,15,414960
649,514,1.46394,1,16,414960
650,402,0.71432,1,10,214320
650,401,0.785752,1,11,214320
649,403,0.638784,1,9,209760
649,402,0.91496,1,10,414960
649,401,0.93548,1,11,205200
649,515,1.37244,1,15,414960
649,514,1.46394,1,16,414960
650,402,0.71432,1,10,214320
650,401,0.785752,1,11,214320
650,515,1.07148,1,15,214320
650,514,1.14291,1,16,214320
651,403,0.63468,1,9,205200
651,402,1.12928,1,10,629280
651,401,1.17169,1,11,424080
649,402,0.70976,1,10,209760
649,401,0.780736,1,11,209760
649,515,1.06464,1,15,209760
649,401,0.49364,1,7,205200
649,402,0.731968,1,8,414960
649,403,0.752944,1,9,209760
649,514,1.09795,1,12,414960
649,515,1.18945,1,13,414960
650,401,0.500024,1,7,214320
650,402,0.571456,1,8,214320
650,514,0.857184,1,12,214320
650,515,0.928616,1,13,214320
651,401,0.646856,1,7,424080
651,402,0.903424,1,8,629280
651,403,0.923944,1,9,205200
651,514,1.35514,1,12,629280
649,403,0.638784,1,9,209760
649,402,0.91496,1,10,414960
649,401,0.93548,1,11,205200
647,208,0.70976,1,10,209760
647,111,0.993664,1,14,209760
647,110,1.06464,1,15,209760
649,402,0.70976,1,10,209760
649,208,0.733016,1,10,214320
649,401,0.780736,1,11,209760
649,111,1.00005,1,14,214320
649,515,1.06464,1,15,209760
649,110,1.0879,1,15,214320
649,514,1.13562,1,16,209760
650,208,0.71432,1,10,214320
650,111,1.00005,1,14,214320
650,110,1.07148,1,15,214320
652,403,0.651096,1,9,223440
652,208,0.71432,1,10,214320
652,402,0.740312,1,10,223440
652,111,1.00005,1,14,214320
652,110,1.07148,1,15,214320
652,515,1.09747,1,15,223440
652,514,1.1575,1,16,223440
653,403,0.638784,1,9,209760
649,401,0.496832,1,7,209760
649,402,0.567808,1,8,209760
649,514,0.851712,1,12,209760
649,515,0.922688,1,13,209760
652,402,0.578752,1,8,223440
652,403,0.651096,1,9,223440
652,514,0.868128,1,12,223440
652,515,0.940472,1,13,223440
649,401,0.496832,1,7,209760
649,402,0.567808,1,8,209760
649,401,0.496832,1,7,209760
649,402,0.567808,1,8,209760
649,514,0.851712,1,12,209760
649,515,0.922688,1,13,209760
652,402,0.578752,1,8,223440
652,403,0.651096,1,9,223440
652,514,0.868128,1,12,223440
652,515,0.940472,1,13,223440
653,402,0.567808,1,8,209760
653,403,0.638784,1,9,209760
653,514,0.851712,1,12,209760
653,515,0.922688,1,13,209760
654,401,0.946904,1,7,852720
654,402,1.08218,1,8,852720
654,514,1.62326,1,12,852720
654,515,1.75854,1,13,852720
649,401,0.496832,1,7,209760
649,402,0.567808,1,8,209760
660,304,0.070976,1,1,209760
663,304,0.0728,1,1,228000
665,304,0.094232,1,1,442320
649,401,0.91,1,7,800000
649,401,0.91208,2,7,20800
