647,304,303,306,110,208,109,207,111,209
647,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
649,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
650,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
652,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
647,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
647,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
649,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
650,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
647,304,303,306,110,208,109,207,111,209
649,304,303,306,110,208,109,207,111,209
650,304,303,306,110,208,109,207,111,209
652,304,303,306,110,208,109,207,111,209
654,304,303,306,110,208,109,207,111,209
647,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
649,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
650,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
652,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
647,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
649,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
647,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
649,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
650,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
652,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
647,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
649,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
647,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
647,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
647,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
647,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
649,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
650,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
652,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
654,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
655,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
647,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
649,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
647,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
649,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
650,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
652,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
654,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
655,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
647,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
649,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
647,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
649,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
650,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
652,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
654,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
655,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
662,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
663,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
664,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
665,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
647,304,303,306,110,208,109,207,111,209
649,304,303,306,110,208,109,207,111,209
650,304,303,306,110,208,109,207,111,209
652,304,303,306,110,208,109,207,111,209
647,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
647,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
649,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
650,403,402,401,304,303,306,110,514,208,109,513,207,111,515,209
